name,salts,packaging_form,quantity,retail_price,cluster_id
dolostat r strip of 10 capsules,rabeprazole(20.0 mg) + aceclofenac(200.0 mg),STRIP,10 Capsule(s) in Strip,71.0,1
dolostat sp strip of 10 tablets,aceclofenac(100.0 mg) + serratiopeptidase(15.0 mg) + paracetamol / acetaminophen(325.0 mg),STRIP,10 Tablet(s) in Strip,54.0,4
dolostat sp tablet,"aceclofenac 100mg,paracetamol/acetaminophen 500mg,",strip,10 tablets,39.0,4
dolostatsp tablet 10s,aceclofenac-100mg + paracetamol-325mg + serratiopeptidase-15mg,Strip | Tablet,10,54.0,4
dolosun tablet,caffeine-25mg + paracetamol-325mg,Strip | Tablet,10,18.0,4
dolosure 100mg tablet sr,diclofenac (100mg),strip,10.0 tablet sr in 1 strip,49.0,1
dolosure aq 75mg injection,diclofenac (75mg/ml),injection,30.0 ml in 1 vial,17.4,2
dolosuredt tablet,piroxicam 20mg,strip,10 tablets,32.0,1
doloswift 2mg injection 2ml,piroxicam,INJECTION,2ml Injection,14.0,2
doloswift 20mg capsule,piroxicam (20mg),strip,10.0 capsules in 1 strip,4.68,1
doloswift 20mg capsules,piroxicam(20.0 mg),STRIP,10 Capsule(s) in Strip,279.0,1
doloswift 20mg injection,piroxicam 20mg,injection,20,14.2,2
doloswift 20mg tablet dt,piroxicam (20mg),strip,10.0 tablet dt in 1 strip,3.75,1
doloswift 50mg tablet,tapentadol (50mg),strip,50,143.3909250764526,1
doloswift 50 tablet 10s,tapentadol-50mg,Strip | Tablet,10,279.0,1
doloswift dt 20mg tablet,piroxicam(20.0 mg),STRIP,10 Tablet(s) in Strip,35.0,1
doloswin 650mg tablet,paracetamol-650mg,Strip | Tablet,10,18.75,4
dolosys mr 100mg325mg250mg tablet,aceclofenac (100mg) + paracetamol (325mg) + chlorzoxazone (250mg),strip,10.0 tablets in 1 strip,80.0,4
dolotejaqua injection,diclofenac (75mg),injection,1.0 ml in 1 ampoule,31.0,2
doloten 20mg injection,piroxicam-20mg,Vial | Injection,2,25.0,2
dolotop cream 15gm,capsicum oleoresin + menthol + methyl salcylate + piroxicam,TUBE,15g Cream in Tube,24.0,3
dolotop cream 5gm,capsicum oleoresin + menthol + methyl salcylate + piroxicam,TUBE,5g Cream in Tube,19.0,3
dolotrag p tablets,paracetamol + tramadol,STRIP,10 Tablet(s) in Strip,143.3909250764526,4
dolotram 100mg injection,tramadol 100mg,injection,100,24.75,2
dolotram 100mg injection 2ml,tramadol(100.0 mg),INJECTION,2ml Injection,24.75,2
dolotram 50mg capsule,tramadol 50mg,strip,50,58.28,1
dolotram 50mg capsules,tramadol(50.0 mg),STRIP,10 Capsule(s) in Strip,57.0,4
dolotram 50mg injection,tramadol 50mg,injection,50,14.52,2
dolotram 50mg injection 1ml,tramadol(50.0 mg),INJECTION,1ml Injection,14.52,2
dolotrap 375mg325mg tablet,tramadol (37.5mg) + paracetamol (325mg),strip,325,143.3909250764526,4
dolotrap tablet 10s,paracetamol-325mg + tramadol-37.5mg,Strip | Tablet,10,80.0,4
dolotrol 100mg tablet sr,tramadol 100mg,strip,100,109.0,1
dolotrol 50mg tablet,tramadol (50mg),strip,50,143.3909250764526,1
dolotus aqua 75mg injection,diclofenac (75mg),injection,75,143.3909250764526,2
dolotus aqua 75 mg injection 1 ml,diclofenac(75.0 mg),VIAL,1ml Injection in Vial,15.35,2
dolotus p syrup,paracetamol (250mg/5ml),bottle,60.0 ml in 1 bottle,143.3909250764526,0
dolotus p tablet,aceclofenac (100mg) + paracetamol (500mg),strip,10.0 tablets in 1 strip,38.9,4
dolotusp tablet 10s,aceclofenac-100mg + paracetamol-325mg,Strip | Tablet,10,49.0,4
dolotus sf syrup 100 ml,levocloperastine fendizoate(20.0 mg),BOTTLE,100ml Syrup in Bottle,113.0,0
dolotus sp tablet,aceclofenac (100mg) + paracetamol (325mg) + serratiopeptidase (15mg),strip,10.0 tablets in 1 strip,143.3909250764526,4
dolotuss sf bottle of 100ml suspension,levocloperastine fendizoate(20.0 mg/5ml),BOTTLE,100ml Suspension in Bottle,123.0,0
dolotuss sf oral suspension 100 ml,levocloperastine fendizoate-20mg,Bottle | Oral Suspension,100,134.0,0
dolotuss sf oral suspension sugar free,levocloperastine (20mg/5ml),bottle,100.0 ml in 1 bottle,134.0,0
dolotuss sugar free bottle of 100ml suspension,levocloperastine fendizoate(20.0 mg),BOTTLE,100ml Suspension in Bottle,113.0,0
dolotuss suspension,levocloperastine 20mg/5ml,bottle,100 ml,92.0,0
dolour 100mg tablet,aceclofenac-100mg,Strip | Tablet,10,39.0,1
dolour 100mg tablets,aceclofenac(100.0 mg),STRIP,10 Tablet(s) in Strip,104.0,1
dolout p 325 mg375 mg tablet,"paracetamol/acetaminophen 325mg,tramadol 37.5mg",strip,375,38.46,4
dolout p 375mg325mg tablet,tramadol (37.5mg) + paracetamol (325mg),strip,325,143.3909250764526,4
dolout p tablets,tramadol(37.5 mg) + paracetamol / acetaminophen(325.0 mg),STRIP,10 Tablet(s) in Strip,40.0,4
doloval 10mg tablet,valdecoxib (10mg),strip,10,143.3909250764526,1
doloval 10 mg tablet 10,valdecoxib(10.0 mg),STRIP,10 Tablet(s) in Strip,29.0,1
dolovay 50 injection,nandrolone decanoate (50mg),injection,1.0 ml in 1 vial,120.0,2
dolovent 20mg tablet dt,piroxicam 20mg,strip,20,68.0,1
dolovera gel 30gm,aloe vera-2%w/w + diclofenac sodium-1%w/w + menthol-5%w/w + methyl salicylate-15%w/w,Tube | Gel,30,99.5,3
dolovera tube of 30gm gel,diclofenac(1.16 %w/w) + menthol(5.0 %w/w) + methyl salicylate(15.0 %w/w) + aloe vera(2.0 %w/w),TUBE,30g Gel in Tube,98.5,3
dolovij oint,diclofenac + linseed oil + menthol + methyl salicylate,TUBE,30g Ointment in Tube,143.3909250764526,3
dolovis r 20020 mg capsule 10,aceclofenac(100.0 mg) + rabeprazole(20.0 mg),STRIP,10 Capsule(s) in Strip,65.0,1
dolovis sp 10032515 mg tablet 10,aceclofenac(100.0 mg) + serratiopeptidase(15.0 mg) + paracetamol / acetaminophen(325.0 mg),STRIP,10 Tablet(s) in Strip,108.0,4
dolovistpg tablet sr,aceclofenac (200mg) + pregabalin (75mg),strip,10.0 tablet sr in 1 strip,199.0,1
dolovistsp tablet,aceclofenac (100mg) + paracetamol (325mg) + serratiopeptidase (15mg),strip,10.0 tablets in 1 strip,80.0,4
dolowalk 50mg500mg tablet,diclofenac-50mg + paracetamol-500mg,Strip | Tablet,10,32.0,4
dolowalk gel,benzyl alcohol + diclofenac diethylamine + menthol + methyl salicylate + oleum,TUBE,30g Gel in Tube,77.0,3
dolowalk injection 3ml,diclofenac sodium,INJECTION,3ml Injection,7.0,2
dolowalk mr tablets,chlorzoxazone + diclofenac sodium + paracetamol,STRIP,10 Tablet(s) in Strip,35.0,4
dolowalk s tablets,diclofenac potassium + serratiopeptidase,STRIP,10 Tablet(s) in Strip,162.3,1
dolowalk tablets,diclofenac sodium + paracetamol,STRIP,10 Tablet(s) in Strip,143.3909250764526,4
dolowell gel 30gm,methyl salicylate(10.0 %w/w) + linseed oil(3.0 %w/w) + diclofen diethylamine(1.16 %w/w) + menthol(5.0 %w/w),TUBE,30g Gel in Tube,85.0,3
dolowell gel 30 gm,diclofenac-1%w/w + linseed oil-3%w/w + menthol-5%w/w + methyl salicylate-10%w/w,Tube | Gel,30,85.0,3
dolowell sp 100mg325mg15mg tablet,aceclofenac (100mg) + paracetamol (325mg) + serratiopeptidase (15mg),strip,10.0 tablets in 1 strip,92.0,4
dolowin 100mg strip of 10 tablets,aceclofenac(100.0 mg),STRIP,10 Tablet(s) in Strip,60.0,1
dolowin 100 mg tablet 10s,aceclofenac-100mg,Strip | Tablet,10,60.0,1
dolowin forte strip of 10 tablets,aceclofenac(100.0 mg) + serratiopeptidase(15.0 mg) + paracetamol / acetaminophen(325.0 mg),STRIP,10 Tablet(s) in Strip,162.0,4
dolowin forte tablet,"aceclofenac 100mg,paracetamol/acetaminophen 500mg,",strip,10 tablets,125.0,4
dolowin forte tablet 10s,aceclofenac-100mg + paracetamol-325mg + serratiopeptidase-15mg,Strip | Tablet,10,162.0,4
dolowin gel,methyl salicylate(10.0 %) + menthol(5.0 %) + capsaicin(0.025 %) + linseed oil(3.0 %),TUBE,30g Gel in Tube,122.0,3
dolowin gel 30 gm,capsaicin-0.025%w/w + diclofenac diethylamine-1.16%w/w + menthol-5%w/w + methyl salicylate-10%w/w + virgin linseed oil-3%w/w,Tube | Gel,30,122.0,3
dolowin injection,aceclofenac(150.0 mg),INJECTION,1ml Injection,5.0,2
dolowin mr strip of 10 tablets,chlorzoxazone(250.0 mg) + aceclofenac(100.0 mg) + paracetamol / acetaminophen(325.0 mg),STRIP,10 Tablet(s) in Strip,106.0,4
dolowinmr tablet,aceclofenac (100mg) + paracetamol (325mg) + chlorzoxazone (250mg),strip,10.0 tablets in 1 strip,106.0,4
dolowin mr tablet 10s,aceclofenac-100mg + chlorzoxazone-250mg + paracetamol-500mg,Strip | Tablet,10,106.0,4
dolowin nano gel 30 gm,capsaicin-0.025%w/w + diclofenac-1%w/w + menthol-5%w/w + methyl salicylate-10%w/w + virgin linseed oil-3%w/w,Tube | Gel,30,122.0,3
dolowin old tablet,pentazocine na,strip,10 tablets,25.47,1
dolowin old tablet 10,pentazocine,STRIP,10 Tablet(s) in Strip,25.47,1
dolowin plus strip of 10 tablets,aceclofenac(100.0 mg) + paracetamol / acetaminophen(500.0 mg),STRIP,10 Tablet(s) in Strip,82.0,4
dolowin plus tab 1x10,aceclofenac 100 mg+paracetamol/acetaminophen 500 mg,Strip,10,82.0,4
dolowinplus tablet,aceclofenac (100mg) + paracetamol (325mg),strip,10.0 tablets in 1 strip,82.0,4
dolowin plus tablet 10s,aceclofenac-100mg + paracetamol-325mg,Strip | Tablet,10,82.0,4
dolowin spas strip of 10 tablets,drotaverine(80.0 mg) + aceclofenac(100.0 mg),STRIP,10 Tablet(s) in Strip,119.67,1
dolowin spas tab 1x10,aceclofenac 100 mg+drotaverine 80 mg,Strip,10,119.0,1
dolowin spas tablet,"drotaverine 80mg,aceclofenac 100mg",strip,10 tablets,130.0,1
dolowin spas tablet 10s,aceclofenac-100mg + drotaverine-80mg,Strip | Tablet,10,130.0,1
dolowin sr 200mg strip of 10 tablets,aceclofenac(200.0 mg),STRIP,10 Tablet(s) in Strip,86.0,1
dolowinsr tablet,aceclofenac 200mg,strip,10 tablets,72.0,1
dolowin sr tablet 10s,aceclofenac-200mg,Strip | Tablet,10,94.0,1
dolowin t 50mg500mg tablet,"tramadol 50mg,paracetamol/acetaminophen 500mg",strip,500,45.0,4
dolowin tablet,aceclofenac 100mg,strip,10 tablets,60.0,1
dolowin tc 4 strip of 10 tablets,aceclofenac(100.0 mg) + thiocolchicoside(4.0 mg),STRIP,10 Tablet(s) in Strip,162.0,1
dolowin tc 4 tablet,"aceclofenac 100mg,thiocolchicoside 4mg",strip,4,162.0,1
dolowin tc 4 tablet 10s,aceclofenac-100mg + thiocolchicoside-4mg,Strip | Tablet,10,192.0,1
dolowin tc 8mg strip of 10 tablets,aceclofenac(100.0 mg) + thiocolchicoside(8.0 mg),STRIP,10 Tablet(s) in Strip,260.0,1
dolowin tc 8 tablet,aceclofenac (100mg) + thiocolchicoside (8mg),strip,10.0 tablets in 1 strip,260.0,1
dolowin tc 8 tablet 10s,aceclofenac-100mg + thiocolchicoside-8mg,Strip | Tablet,10,284.0,1
dolowind aq injection,diclofenac (75mg),injection,1.0 ml in 1 ampoule,15.0,2
dolox 20mg tablet dt,piroxicam (20mg),strip,10.0 tablet dt in 1 strip,39.0,1
dolox 40mg injection,piroxicam (40mg),injection,40,143.3909250764526,2
dolox dt 20mg tablets,piroxicam(20.0 mg),STRIP,10 Tablet(s) in Strip,39.0,1
doloxer 650mg tablet,paracetamol (650mg),strip,15.0 tablets in 1 strip,143.3909250764526,4
doloxia 90mg strip of 10 tablets,etoricoxib(90.0 mg),STRIP,10 Tablet(s) in Strip,99.0,1
doloxicam 20mg2ml inj,piroxicam-20mg,Ampoule | Injection,2,241.0,2
doloxicam 20mg dt tablet 15s,piroxicam-20mg,Strip | Tablet,15,216.5,1
doloxicam ampoule of 2ml injection,piroxicam(40.0 mg),AMPOULE,2ml Injection in Ampoule,53.08,2
doloxicam dt 20mg tab 1x15,piroxicam 20 mg,Strip TABLET,15,216.59,1
doloxicam dt strip of 15 tablets,piroxicam(20.0 mg),STRIP,15 Tablet(s) in Strip,179.0,1
doloxicam dt tablet,piroxicam (20mg),strip,15.0 tablet dt in 1 strip,216.59,1
doloxicam injection,piroxicam (40mg),injection,2.0 ml in 1 ampoule,43.88,2
doloxicam injection 5 x 2 ml,piroxicam-20mg,Packet | Injection,5 x 2,265.0,2
doloxicam tablet,piroxicam (na),strip,15.0 tablets in 1 strip,143.3909250764526,1
doloxycv 12gm injection,amoxycillin (1000mg) + clavulanic acid (200mg),injection,12,143.3909250764526,2
doloxycv 375 mg tablet 6s,amoxycillin-250mg + clavulanic acid-125mg,Strip | Tablet,6,138.0,1
doloxycv 375 tablet,amoxycillin (250mg) + clavulanic acid (125mg),strip,6.0 tablets in 1 strip,95.0,1
doloxycv 500125 mg tablet 6,amoxicillin(500.0 mg) + clavulanate(125.0 mg),STRIP,6 Tablet(s) in Strip,95.0,1
doloxycv dry syrup,amoxycillin (200mg) + clavulanic acid (28.5mg),bottle,100 ml,143.3909250764526,0
doloxycv forte dry syrup,amoxycillin-400mg + clavulanic acid-57mg,Bottle | Syrup,30,129.0,0
doloxycv lb tablet,amoxycillin (500mg) + clavulanic acid (125mg) + lactobacillus (60million spores),strip,6.0 tablets in 1 strip,156.0,1
doloxy cv oral drops,amoxycillin (80mg) + clavulanic acid (11.4mg),bottle,10.0 ml in 1 bottle,55.0,0
dolozak tablet,chlorzoxazone (250mg) + diclofenac (50mg) + paracetamol (325mg),strip,10.0 tablets in 1 strip,36.0,4
dolozap 100325mg strip of 10 tablets,aceclofenac(100.0 mg) + paracetamol / acetaminophen(325.0 mg),STRIP,10 Tablet(s) in Strip,48.0,4
dolozap 100mg325mg tablet,aceclofenac (100mg) + paracetamol (325mg),strip,10.0 tablets in 1 strip,45.0,4
dolozap gel 30 gm,diclofenac(1.16 %w/w) + linseed oil(3.0 %w/w) + menthol(5.0 %w/w) + methyl salicylate(10.0 %w/w),TUBE,30g Gel in Tube,77.0,3
dolozap mr 4 mg tablet 10,aceclofenac(100.0 mg) + thiocolchicoside(4.0 mg),STRIP,10 Tablet(s) in Strip,160.0,1
dolozed 50mg325mg tablet,"diclofenac 50mg,paracetamol/acetaminophen 325mg",strip,325,19.9,4
dolozed mr 250mg50mg325mg tablet,"chlorzoxazone 250mg,diclofenac 50mg,paracetamol/ac",strip,325,34.9,4
dolozed mr tablet,chlorzoxazone (250mg) + diclofenac (50mg) + paracetamol (325mg),strip,10.0 tablets in 1 strip,34.9,4
dolozed tablet,diclofenac (50mg) + paracetamol (325mg),strip,10.0 tablets in 1 strip,19.9,4
dolozen 10mg tablet,serratiopeptidase 10mg,strip,10,56.58,1
dolozen d 50 mg10 mg tablet,diclofenac (50mg) + serratiopeptidase (10mg),strip,10.0 tablets in 1 strip,61.37,1
dolozen forte 10mg tablet,serratiopeptidase 10mg,strip,10,56.42,1
dolozer 75mg injection,diclofenac 75mg,injection,75,14.0,2
dolozer mr tablet,chlorzoxazone (250mg) + diclofenac (50mg) + paracetamol (325mg),strip,10.0 tablets in 1 strip,60.0,4
dolozer sp 50mg325mg15mg tablet,"diclofenac 50mg,paracetamol/acetaminophen 325mg,se",strip,15,65.0,4
dolozest p 100mg325mg tablet,aceclofenac (100mg) + paracetamol (325mg),strip,10.0 tablets in 1 strip,47.2,4
dolozest sp 100mg325mg15mg tablet,aceclofenac (100mg) + paracetamol (325mg) + serratiopeptidase (15mg),strip,10.0 tablets in 1 strip,78.6,4
dolozest sp 50mg325mg15mg tablet,diclofenac (50mg) + paracetamol (325mg) + serratiopeptidase (15mg),strip,10.0 tablets in 1 strip,66.0,4
dolozid 75mg injection,diclofenac (75mg),injection,1.0 ml in 1 ampoule,18.0,2
dolozin 50 mg2 mg tablet,"diclofenac 50mg,tizanidine 2mg",strip,2,53.32,1
dolozit 20mg injection,piroxicam (20mg),injection,2.0 ml in 1 vial,25.0,2
dolozox mr neo strip of 1o tablets,diclofenac sodium(50.0 mg) + chlorzoxazone(250.0 mg) + paracetamol / acetaminophen(325.0 mg),STRIP,10 Tablet(s) in Strip,65.8,4
dolozoxmr neo tablet 10s,chlorzoxazone-250mg + diclofenac-50mg + paracetamol-325mg,Strip | Tablet,10,65.5,4
dolozox mr strip of 10 tablets,diclofenac(50.0 mg) + chlorzoxazone(250.0 mg) + paracetamol / acetaminophen(325.0 mg),STRIP,10 Tablet(s) in Strip,65.8,4
dolozoxmr tablet 10s,chlorzoxazone-250mg + diclofenac-50mg + paracetamol-325mg,Strip | Tablet,10,64.0,4
dolozox strip of 10 tablets,diclofenac(50.0 mg) + chlorzoxazone(250.0 mg) + paracetamol / acetaminophen(325.0 mg),STRIP,10 Tablet(s) in Strip,65.35,4
dolozox tablet,"chlorzoxazone 250mg,diclofenac 50mg,paracetamol/ac",strip,10 tablets,58.8,4
dolozox tablet 10s,chlorzoxazone-250mg + diclofenac-50mg + paracetamol-325mg,Strip | Tablet,10,79.5,4
paracip 100 mg tablet 10,paracetamol / acetaminophen(100.0 mg),STRIP,10 Tablet(s) in Strip,76.92,4
paracip 1000mg injection,paracetamol (1000mg),injection,2.0 ml in 1 vial,143.3909250764526,2
paracip 125mg suspension,paracetamol (125mg),bottle,60.0 ml in 1 bottle,143.3909250764526,0
paracip 125mg syp 60ml,paracetamol/acetaminophen 125 mg /5 ml,Bottle,60,24.86,0
paracip 125mg syrup 60ml,paracetamol / acetaminophen(125.0 mg/5ml),BOTTLE,60ml Syrup in Bottle,24.92,0
paracip 150 mg injection 2 ml,paracetamol / acetaminophen(150.0 mg),BOTTLE,2ml Injection in Bottle,6.0,0
paracip 150 mg injection 30 ml,paracetamol,INJECTION,10 Injection(s) in Injection,421.68,0
paracip 250mg suspension 60ml,paracetamol / acetaminophen(250.0 mg/5ml),BOTTLE,60ml Suspension in Bottle,45.02,0
paracip 250mg syp 60ml,paracetamol/acetaminophen 250 mg /5ml,Bottle SYRUP,60,45.02,0
paracip 500mg strip of 10 tablets,paracetamol / acetaminophen(500.0 mg),STRIP,10 Tablet(s) in Strip,9.96,4
paracip 500mg strip of 15 tablets,paracetamol / acetaminophen(500.0 mg),STRIP,15 Tablet(s) in Strip,9.96,4
paracip500 tablet,paracetamol 500mg,strip,500,11.0,4
paracip 500 tablet,paracetamol (500mg),strip,10.0 tablets in 1 strip,9.96,4
paracip 650mg strip of 10 tablets,paracetamol / acetaminophen(650.0 mg),STRIP,10 Tablet(s) in Strip,22.51,4
paracip 650mg tab 1x10,paracetamol/acetaminophen 650 mg,Strip TABLET,10,22.4,4
paracip 650mg tablet,paracetamol (650mg),strip,10.0 tablets in 1 strip,143.3909250764526,4
paracip650 tablet,paracetamol 650mg,strip,650,22.51,4
paracip650 tablet 10s,paracetamol-650mg,Strip | Tablet,10,22.5,4
paracip cpm 5 mg500 mg tablet,"chlorpheniramine maleate 5mg,paracetamol/acetamino",strip,500,6.28,4
paracip cpm tablets,chlorpheniramine / chlorphenamine(5.0 mg) + paracetamol / acetaminophen(500.0 mg),STRIP,10 Tablet(s) in Strip,6.28,4
paracip drops,paracetamol/acetaminophen 150mg,bottle,100 ml,29.8,0
paracip drops 15 ml,paracetamol-150mg,Bottle | Drops,15,37.0,0
paracip infusion,paracetamol/acetaminophen 1000mg,bottle,100 ml,421.68,0
paracip injection 100ml,paracetamol / acetaminophen(1000.0 mg),BOTTLE,100ml Infusion in Bottle,510.22,0
paracip injection 100 ml,paracetamol-1000mg,Vial | Injection,100,617.0,2
paracip injection 2ml,paracetamol / acetaminophen(1000.0 mg),AMPOULE,2ml Injection in Ampoule,288.5,4
paracip plus tablets,diclofenac potassium + paracetamol,STRIP,10 Tablet(s) in Strip,14.0,4
paracip suspension,paracetamol/acetaminophen 250mg/5ml,bottle,100 ml,39.62,0
paracip suspension 60 ml,paracetamol-250mg,Bottle | Suspension,60,45.0,0
paracip suspension 60ml for fever  pain management,paracetamol (250mg/5ml),bottle,60.0 ml in 1 bottle,45.02,0
paracip syrup,paracetamol/acetaminophen 125mg/5ml,bottle,100 ml,38.0,0
paracip syrup 60 ml,paracetamol-125mg,Bottle | Syrup,60,24.5,0
paracip tablet,paracetamol/acetaminophen 500mg,strip,10 tablets,10.2,4
zerodol 100mg strip of 10 tablets,aceclofenac(100.0 mg),STRIP,10 Tablet(s) in Strip,59.3,1
zerodol 100mg tablet 10s,aceclofenac 100 mg,STRIP,10 Tablet(s) in a Strip,59.3,1
zerodol 100 tablet 10s,aceclofenac-100mg,Strip | Tablet,10,59.0,1
zerodol 150mg injection,aceclofenac 150mg,injection,150,19.8,2
zerodol 150 mg injection 1 ml,aceclofenac-150mg,Vial | Injection,1,119.0,2
zerodol ampoule of 1ml injection,aceclofenac(150.0 mg/ml),AMPOULE,1ml Injection in Ampoule,19.8,2
zerodol cr 200mg strip of 10 tablets,aceclofenac(200.0 mg),STRIP,10 Tablet(s) in Strip,100.7,1
zerodol cr 200mg tablet 10s,aceclofenac 200 mg,STRIP,10 Tablet(s) in a Strip,100.7,1
zerodol cr tab 1x10,aceclofenac 200 mg sustained release,Strip TABLET,10,100.7,1
zerodol cr tablet,aceclofenac (200mg),strip,10.0 tablet cr in 1 strip,100.7,1
zerodol cr tablet 10s,aceclofenac-200mg,Strip | Tablet,10,100.5,1
zerodol gel 30gm,aceclofenac-1.5%w/w + linseed oil-3%w/w + menthol-1.25%w/w + methyl salicylate-2.5%w/w,Tube | Gel,30,151.0,3
zerodol gel 30gm,aceclofenac 1.5 %+linseed oil 3 %+menthol 5 %+methyl salicylate 10 %,TUBE,30GM,151.0,3
zerodol mr strip of 10 tablets,aceclofenac(100.0 mg) + tizanidine(2.0 mg),STRIP,10 Tablet(s) in Strip,119.05,1
zerodol mr tab 1x10,aceclofenac 100 mg + tizanidine 2 mg,Strip TABLET,10,119.05,1
zerodolmr tablet,"aceclofenac 100mg, tizanidine 2mg",strip,10 tablets,119.05,1
zerodolmr tablet 10s,aceclofenac-100mg + tizanidine-2mg,Strip | Tablet,10,119.0,1
zerodol mr tablet 10s,aceclofenac 100 mg+tizanidine 2 mg,STRIP,10 Tablet(s) in a Strip,119.05,1
zerodol p 100mg500mg tablet,aceclofenac (100mg) + paracetamol (500mg),strip,10.0 tablets in 1 strip,249.18,4
zerodol p strip of 10 tablets,aceclofenac(100.0 mg) + paracetamol / acetaminophen(325.0 mg),STRIP,10 Tablet(s) in Strip,73.0,4
zerodol p tab 1x10,aceclofenac 100 mg+paracetamol/acetaminophen 325 mg,Strip,10,73.0,4
zerodolp tablet,"paracetamol 325mg, aceclofenac 100mg",strip,10 tablets,73.0,4
zerodol p tablet,aceclofenac (100mg) + paracetamol (325mg),strip,10.0 tablets in 1 strip,73.0,4
zerodol p tablet 10s,aceclofenac 100 mg+paracetamol 325 mg,STRIP,10 Tablet(s) in a Strip,73.0,4
zerodolp tablet 10s,aceclofenac-100mg + paracetamol-325mg,Strip | Tablet,10,73.0,4
zerodol pg 200150mg tablet,aceclofenac-200mg + pregabalin-150mg,Strip | Tablet,10,60.0,1
zerodolpg 200150 tablet sr,aceclofenac (200mg) + pregabalin (150mg),strip,10.0 tablet sr in 1 strip,214.5,1
zerodol pg 20075mg strip of 10 tablets,aceclofenac(200.0 mg) + pregabalin(75.0 mg),STRIP,10 Tablet(s) in Strip,233.1,1
zerodol pg 20075mg tablet,aceclofenac-200mg + pregabalin-75mg,Strip | Tablet,10,233.0,1
zerodol pg 20075 tablet 10s,aceclofenac 200 mg+pregabalin 75 mg,STRIP,10 Tablet(s) in a Strip,233.1,1
zerodolpg 20075 tablet sr,aceclofenac (200mg) + pregabalin (75mg),strip,10.0 tablet sr in 1 strip,233.1,1
zerodol pg tablet,pregabalin(150.0 mg) + aceclofenac(200.0 mg),STRIP,10 Tablet(s) in Strip,214.5,1
zerodol pt tablet,aceclofenac (100mg) + paracetamol (325mg) + tramadol (37.5mg),strip,10 tablets,143.3909250764526,4
zerodol pt tablet,aceclofenac(100.0 mg) + tramadol(37.5 mg) + paracetamol / acetaminophen(325.0 mg),STRIP,10 Tablet(s) in Strip,100.37,4
zerodol pt tablet 10s,aceclofenac-100mg + paracetamol-325mg + tramadol-37.5mg,Strip | Tablet,10,162.5,4
zerodol s 10015 mg tablet 10,aceclofenac(100.0 mg) + serratiopeptidase(15.0 mg),STRIP,10 Tablet(s) in Strip,125.65,1
zerodol s tab 1x10,aceclofenac 100 mg + serratiopeptidase 15 mg,Strip TABLET,10,103.95,1
zerodols tablet,"aceclofenac 100mg,serratiopeptidase 15mg",strip,10 tablets,103.95,1
zerodol s tablet 10s,aceclofenac-100mg + serratiopeptidase-15mg,Strip | Tablet,10,114.0,1
zerodol s tablet 10s,aceclofenac 100 mg+serratiopeptidase 15 mg,STRIP,10 Tablet(s) in a Strip,114.3,1
zerodol sp strip of 10 tablets,aceclofenac(100.0 mg) + serratiopeptidase(15.0 mg) + paracetamol / acetaminophen(325.0 mg),STRIP,10 Tablet(s) in Strip,130.1,4
zerodol sp tab 1x10,aceclofenac 100 mg+paracetamol/acetaminophen 325 mg+serratiopeptidase 15 mg,Strip,10,130.1,4
zerodolsp tablet,aceclofenac (100mg) + paracetamol (325mg) + serratiopeptidase (15mg),strip,10.0 tablets in 1 strip,130.1,4
zerodol sp tablet 10s,aceclofenac 100 mg+paracetamol 325 mg+serratiopeptidase 15 mg,STRIP,10 Tablet(s) in a Strip,130.1,4
zerodolsp tablet 10s,aceclofenac-100mg + paracetamol-325mg + serratiopeptidase-15mg,Strip | Tablet,10,130.0,4
zerodol spas strip of 10 tablets,drotaverine(80.0 mg) + aceclofenac(100.0 mg),STRIP,10 Tablet(s) in Strip,159.1,1
zerodol spas tab 1x10,aceclofenac 100 mg + drotaverine 80 mg,Strip TABLET,10,159.1,1
zerodol spas tablet,drotaverine (80mg) + aceclofenac (100mg),strip,10.0 tablets in 1 strip,159.1,1
zerodolspas tablet 10s,aceclofenac-100mg + drotaverine-80mg,Strip | Tablet,10,159.0,1
zerodol spas tablet 10s,aceclofenac 100 mg+drotaverine 80 mg,STRIP,10 Tablet(s) in a Strip,159.1,1
zerodol tab 1x10,aceclofenac 100 mg,Strip TABLET,10,59.3,1
zerodol tablet,aceclofenac 100mg,strip,10 tablets,59.3,1
zerodol tc 100mg325mg tablet,aceclofenac (100mg) + paracetamol (325mg),strip,10.0 tablets in 1 strip,155.1,4
zerodol tc tablet 10s,aceclofenac-100mg + paracetamol-325mg + trypsin chymotrypsin-150000au,Strip | Tablet,10,155.0,4
zerodol th 4mg strip of 10 tablets,aceclofenac(100.0 mg) + thiocolchicoside(4.0 mg),STRIP,10 Tablet(s) in Strip,252.7,1
zerodol th 4mg tab 1x10,aceclofenac 100 mg + thiocolchicoside 4 mg,Strip TABLET,10,252.7,1
zerodol th 4mg tablet 10s,aceclofenac 100 mg+thiocolchicoside 4 mg,STRIP,10 Tablet(s) in a Strip,252.7,1
zerodol th 4 tablet,"aceclofenac 100mg, thiocolchicoside 4mg",strip,4,252.7,1
zerodol th 4 tablet 10s,aceclofenac-100mg + thiocolchicoside-4mg,Strip | Tablet,10,252.5,1
zerodol th 8mg strip of 10 tablets,aceclofenac(100.0 mg) + thiocolchicoside(8.0 mg),STRIP,10 Tablet(s) in Strip,374.85,1
