id,name,source,prescription_required,retail_price,discounted_price,manufacturer,quantity,packaging_form,salts,salts_encoded,packaging_encoded,manufacturer_encoded,quantity_numeric,retail_price_scaled,discounted_price_scaled,text_representation,cluster_id,pca_x,pca_y
source_6-49402,celtere 20mg injection,source_6,True,3200.0,2816.0,celon laboratories ltd,1 Injection(s) in Injection,INJECTION,docetaxel(20.0 mg),321,31,60,1.0,3.99513221624136,5.106325754182145,celtere 20mg injection docetaxel(20.0 mg) INJECTION,2,0.25702852,-0.115434974
source_1-41518,celtere 20 mg injection 05 ml,source_1,True,3927.0,3220.1,celon laboratories pvt ltd,0.5,Vial | Injection,docetaxel-20mg,323,54,61,0.0,4.945310475932499,5.870278213475352,celtere 20 mg injection 05 ml docetaxel-20mg Vial | Injection,2,0.3006767,-0.1336002
source_4-1166,celtere 80mg injection,source_4,True,15070.0,1919.0,celon laboratories ltd,1 VIAL(s),VIAL,docetaxel,319,51,60,1.0,19.50904685521497,3.4105441259069473,celtere 80mg injection docetaxel VIAL,2,0.28832948,-0.096058615
source_1-41519,celtere 80 mg injection 2 ml,source_1,True,15070.0,12056.0,celon laboratories pvt ltd,2,Vial | Injection,docetaxel-80mg,324,54,61,2.0,19.50904685521497,22.57457797855541,celtere 80 mg injection 2 ml docetaxel-80mg Vial | Injection,2,0.28787374,-0.14177066
source_6-176548,nimulid 100 mg strip of 10 tablets,source_6,True,93.28,82.09,mankind pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,nimesulide(100.0 mg),493,38,160,10.0,-0.06530492674028272,-0.062140635291482935,nimulid 100 mg strip of 10 tablets nimesulide(100.0 mg) STRIP,1,0.030811183,0.17592403
source_6-176549,nimulid 100mg strip of 15 tablets,source_6,True,93.28,82.09,mankind pharmaceuticals ltd,15 Tablet(s) in Strip,STRIP,nimesulide(100.0 mg),493,38,160,15.0,-0.06530492674028272,-0.062140635291482935,nimulid 100mg strip of 15 tablets nimesulide(100.0 mg) STRIP,1,0.037720315,0.15836433
source_7-206607,nimulid ap 100mg325mg tablet,source_7,True,68.51,59.76,mankind pharma ltd,15.0 tablets in 1 strip,strip,aceclofenac (100mg) + paracetamol (325mg),2,57,158,15.0,-0.09767895080156126,-0.10435557816705167,nimulid ap 100mg325mg tablet aceclofenac (100mg) + paracetamol (325mg) strip,4,-0.2581058,-0.0347532
source_1-144842,nimulidap tablet 15s,source_1,True,68.5,60.3,mankind pharma pvt ltd,15,Strip | Tablet,aceclofenac-100mg + paracetamol-325mg,93,42,159,15.0,-0.09769202065382662,-0.10333470628380907,nimulidap tablet 15s aceclofenac-100mg + paracetamol-325mg Strip | Tablet,4,-0.24193773,-0.03661812
source_7-206608,nimulid ath 100mg4mg tablet,source_7,True,143.3909250764526,174.0,mankind pharma ltd,10.0 tablets in 1 strip,strip,aceclofenac (100mg) + thiocolchicoside (4mg),13,57,158,10.0,0.00018931202265641518,0.11161554024338145,nimulid ath 100mg4mg tablet aceclofenac (100mg) + thiocolchicoside (4mg) strip,1,-0.121591836,0.16042562
source_7-206609,nimulid ath 100mg8mg tablet,source_7,True,143.3909250764526,264.86,mankind pharma ltd,10.0 tablets in 1 strip,strip,aceclofenac (100mg) + thiocolchicoside (8mg),14,57,158,10.0,0.00018931202265641518,0.28338668711638526,nimulid ath 100mg8mg tablet aceclofenac (100mg) + thiocolchicoside (8mg) strip,1,-0.12683114,0.16130862
source_1-144843,nimulidath 4 tablet 10s,source_1,True,174.0,153.1,mankind pharma pvt ltd,10,Strip | Tablet,aceclofenac-100mg + thiocolchicoside-4mg,101,42,159,10.0,0.040194920745643965,0.0721040173549181,nimulidath 4 tablet 10s aceclofenac-100mg + thiocolchicoside-4mg Strip | Tablet,1,-0.16425008,0.20092322
source_1-144844,nimulidath 8 tablet 10s,source_1,True,264.5,232.8,mankind pharma pvt ltd,10,Strip | Tablet,aceclofenac-100mg + thiocolchicoside-8mg,102,42,159,10.0,0.15847708374708558,0.222777145307575,nimulidath 8 tablet 10s aceclofenac-100mg + thiocolchicoside-8mg Strip | Tablet,1,-0.166403,0.20829591
source_7-206610,nimulid ds 200mg tablet,source_7,True,37.5,36.4,mankind pharma ltd,10.0 tablets in 1 strip,strip,nimesulide (200mg),479,57,158,10.0,-0.13820856267641987,-0.14851773963473128,nimulid ds 200mg tablet nimesulide (200mg) strip,1,-0.047708124,0.22054975
source_6-176550,nimulid ds 200mg tablets,source_6,True,38.46,33.84,mankind pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,nimesulide(200.0 mg),498,38,160,10.0,-0.136953856858946,-0.15335742856269616,nimulid ds 200mg tablets nimesulide(200.0 mg) STRIP,1,-0.014957662,0.15808503
source_2-85069,nimulid ef tablet,source_2,True,44.28,36.31,panacea biotec ltd,10 tablets,strip,nimesulide na,491,57,201,10.0,-0.12934720284051077,-0.14868788494860502,nimulid ef tablet nimesulide na strip,1,0.0038432353,0.32492095
source_6-176551,nimulid ef tablet 2,source_6,True,5.9,5.9,mankind pharmaceuticals ltd,2 Tablet(s) in Strip,STRIP,nimesulide,473,38,160,2.0,-0.1795092958349343,-0.20617809600306292,nimulid ef tablet 2 nimesulide STRIP,1,0.0043709944,0.34737268
source_6-176552,nimulid er tablet,source_6,True,77.1,67.85,mankind pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,nimesulide(200.0 mg),498,38,160,10.0,-0.08645194770562334,-0.08906140495328764,nimulid er tablet nimesulide(200.0 mg) STRIP,1,-0.029965261,0.2483297
source_6-176553,nimulid hf strip of 10 tablets,source_6,True,74.7,65.74,mankind pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,nimesulide(100.0 mg) + paracetamol / acetaminophen(325.0 mg),495,38,160,10.0,-0.08958871224930798,-0.0930503673118837,nimulid hf strip of 10 tablets nimesulide(100.0 mg) + paracetamol / acetaminophen(325.0 mg) STRIP,4,-0.11809254,-0.089547284
source_2-85070,nimulidhf tablet,source_2,True,61.8,50.68,panacea biotec ltd,10 tablets,strip,"nimesulide 100mg,paracetamol/acetaminophen 325mg",486,57,201,10.0,-0.10644882167161292,-0.12152134983342715,"nimulidhf tablet nimesulide 100mg,paracetamol/acetaminophen 325mg strip",4,-0.20625189,-0.08684093
source_1-144846,nimulid hf tablet,source_1,True,74.5,65.6,panacea biotec ltd,10,Strip | Tablet,nimesulide-100mg + paracetamol-325mg,503,42,201,10.0,-0.08985010929461502,-0.09331503780013178,nimulid hf tablet nimesulide-100mg + paracetamol-325mg Strip | Tablet,4,-0.1710151,-0.085391745
source_6-176554,nimulid md kid tablet,source_6,True,56.97,50.13,mankind pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,nimesulide(50.0 mg),499,38,160,10.0,-0.11276156031577825,-0.12256112675154457,nimulid md kid tablet nimesulide(50.0 mg) STRIP,1,-0.05981556,0.25804636
source_6-176555,nimulid md strip of 10 tablets,source_6,True,98.65,98.65,mankind pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,nimesulide(100.0 mg),493,38,160,10.0,-0.058286416073788344,-0.030833897538710058,nimulid md strip of 10 tablets nimesulide(100.0 mg) STRIP,1,0.03189967,0.2026499
source_6-176556,nimulid md strip of 15 tablets,source_6,True,108.45,99.77,mankind pharmaceuticals ltd,15 Tablet(s) in Strip,STRIP,nimesulide(100.0 mg),493,38,160,15.0,-0.045477960853742734,-0.02871653363272544,nimulid md strip of 15 tablets nimesulide(100.0 mg) STRIP,1,0.034866627,0.18787636
source_2-85071,nimulidmd tablet,source_2,True,108.45,88.93,panacea biotec ltd,10 tablets,strip,nimesulide 100mg,485,57,201,10.0,-0.045477960853742734,-0.04920959143707674,nimulidmd tablet nimesulide 100mg strip,1,-0.052868403,0.26589465
source_1-144847,nimulid md tablet 15s,source_1,True,108.0,95.0,mankind pharma pvt ltd,15,Strip | Tablet,nimesulide-100mg,502,42,159,15.0,-0.046066104205683606,-0.03773423526803501,nimulid md tablet 15s nimesulide-100mg Strip | Tablet,1,-0.01958157,0.23136072
source_7-206613,nimulidmd tablet orange,source_7,True,108.45,88.2,mankind pharma ltd,15.0 tablet dt in 1 strip,strip,nimesulide (100mg),474,57,158,15.0,-0.045477960853742734,-0.05058965898294174,nimulidmd tablet orange nimesulide (100mg) strip,1,-0.05809088,0.2401805
source_2-85072,nimulid mr 100mg2mg tablet,source_2,True,119.1,97.66,panacea biotec ltd,2,strip,"nimesulide 100mg,tizanidine 2mg",488,57,201,2.0,-0.03155856819114216,-0.0327054959913215,"nimulid mr 100mg2mg tablet nimesulide 100mg,tizanidine 2mg strip",1,-0.06415591,0.17344385
source_6-176557,nimulid mr tablets,source_6,True,119.1,104.81,mankind pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,nimesulide(100.0 mg) + tizanidine(2.0 mg),497,38,160,10.0,-0.03155856819114216,-0.019188396055794553,nimulid mr tablets nimesulide(100.0 mg) + tizanidine(2.0 mg) STRIP,1,-0.002415486,0.15276831
source_6-176558,nimulid nu gel 30gm,source_6,False,75.5,66.44,mankind pharmaceuticals ltd,30g Gel in Tube,TUBE,nimesulide(10.0 mg),492,43,160,30.0,-0.08854312406807976,-0.09172701487064329,nimulid nu gel 30gm nimesulide(10.0 mg) TUBE,3,0.38460785,0.02802929
source_2-85074,nimulid safe 75mg injection,source_2,True,17.0,13.94,panacea biotec ltd,75,injection,nimesulide 75mg,490,56,201,75.0,-0.16500175982039283,-0.19097844796367322,nimulid safe 75mg injection nimesulide 75mg injection,2,0.32952866,-0.07009187
source_6-176559,nimulid safe 75mg injection 2ml,source_6,True,14.0,12.32,mankind pharmaceuticals ltd,2ml Injection in Ampoule,AMPOULE,nimesulide(75.0 mg),500,0,160,2.0,-0.16892271549999863,-0.19404106361340098,nimulid safe 75mg injection 2ml nimesulide(75.0 mg) AMPOULE,2,0.3178464,-0.015309989
source_2-85075,nimulid sp 100 mg15 mg capsule,source_2,True,88.4,72.49,panacea biotec ltd,15,strip,"nimesulide 100mg,serratiopeptidase 15mg",487,57,201,15.0,-0.07168301464577483,-0.08028946877135128,"nimulid sp 100 mg15 mg capsule nimesulide 100mg,serratiopeptidase 15mg strip",1,-0.011971681,0.011172921
source_6-176560,nimulid sp capsules,source_6,True,88.4,77.79,mankind pharmaceuticals ltd,10 Capsule(s) in Strip,STRIP,serratiopeptidase(15.0 mg) + nimesulide(100.0 mg),694,38,160,10.0,-0.07168301464577483,-0.07026980028767395,nimulid sp capsules serratiopeptidase(15.0 mg) + nimesulide(100.0 mg) STRIP,1,0.049858157,-0.0147053525
source_6-176561,nimulid strip of 10 tablets,source_6,True,93.28,82.09,mankind pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,nimesulide(100.0 mg),493,38,160,10.0,-0.06530492674028272,-0.062140635291482935,nimulid strip of 10 tablets nimesulide(100.0 mg) STRIP,1,0.030060504,0.20049787
source_7-206615,nimulid syrup,source_7,True,26.62,25.8,panacea biotec pharma ltd,60.0 ml in 1 bottle,bottle,nimesulide (50mg/5ml),481,55,202,60.0,-0.15242856194112359,-0.16855707660208588,nimulid syrup nimesulide (50mg/5ml) bottle,0,0.33178735,-0.19809125
source_6-176562,nimulid syrup 30ml,source_6,True,12.57,11.06,mankind pharmaceuticals ltd,30ml Syrup in Bottle,BOTTLE,nimesulide,473,2,160,30.0,-0.1707917043739441,-0.19642309800763372,nimulid syrup 30ml nimesulide BOTTLE,0,0.42171958,-0.19440429
source_6-176563,nimulid syrup 60ml,source_6,True,25.35,22.31,mankind pharmaceuticals ltd,60ml Suspension in Bottle,BOTTLE,nimesulide(50.0 mg),499,2,160,60.0,-0.15408843317882337,-0.175154933773413,nimulid syrup 60ml nimesulide(50.0 mg) BOTTLE,0,0.3339334,-0.19736563
source_2-85077,nimulid tablet,source_2,True,93.28,76.49,panacea biotec ltd,10 tablets,strip,nimesulide 100mg,485,57,201,10.0,-0.06530492674028272,-0.07272745482140613,nimulid tablet nimesulide 100mg strip,1,-0.009167526,0.24013096
source_1-144850,nimulid tablet 15s,source_1,True,93.0,81.8,panacea biotec ltd,15,Strip | Tablet,nimesulide-100mg,502,42,201,15.0,-0.06567088260371261,-0.06268888130285397,nimulid tablet 15s nimesulide-100mg Strip | Tablet,1,-0.014689514,0.22108202
source_1-144851,nimulid transgel 30 gm,source_1,True,76.5,67.3,panacea biotec ltd,30,Tube | Gel,nimesulide-1%w/w,501,47,201,30.0,-0.08723613884154449,-0.09010118187140509,nimulid transgel 30 gm nimesulide-1%w/w Tube | Gel,3,0.44744736,0.024470309
source_6-176564,nimulid tube of 30gm transgel,source_6,False,84.15,77.42,mankind pharmaceuticals ltd,30g Gel in Tube,TUBE,nimesulide(10.0 mg),492,43,160,30.0,-0.07723770185854971,-0.07096928657804388,nimulid tube of 30gm transgel nimesulide(10.0 mg) TUBE,3,0.44741157,0.05111262
source_7-206618,nimulide p 100mg325mg tablet,source_7,True,42.0,40.7,nasa pharmaceutical,10.0 tablets in 1 strip,strip,nimesulide (100mg) + paracetamol (325mg),475,57,183,10.0,-0.1323271291570112,-0.14038857463854024,nimulide p 100mg325mg tablet nimesulide (100mg) + paracetamol (325mg) strip,4,-0.15162316,-0.0915382
source_6-61824,corsango d3 strip of 15 tablets,source_6,False,223.0,223.0,hegde and hegde pharmaceuticals llp,15 Tablet(s) in Strip,STRIP,vitamin d3 / cholecalciferol(500.0 iu) + elemental calcium(500.0 mg),727,38,116,15.0,0.10423719684587202,0.20425021113020939,corsango d3 strip of 15 tablets vitamin d3 / cholecalciferol(500.0 iu) + elemental calcium(500.0 mg) STRIP,1,0.06607888,0.08303334
source_1-51787,corsangod3 suspension 100ml,source_1,False,125.0,110.0,hegde & hegde pharmaceutica llp,100,Bottle | Suspension,calcium-200mg + vitamin d3-125iu,162,23,115,100.0,-0.02384735535458408,-0.009376682955740743,corsangod3 suspension 100ml calcium-200mg + vitamin d3-125iu Bottle | Suspension,0,0.30444714,-0.17473733
source_6-61825,corsango d3 suspension 100ml,source_6,False,125.0,110.0,hegde and hegde pharmaceuticals llp,100ml Suspension in Bottle,BOTTLE,calcium carbonate(200.0 mg) + vitamin d3 / cholecalciferol(125.0 iu),161,2,116,100.0,-0.02384735535458408,-0.009376682955740743,corsango d3 suspension 100ml calcium carbonate(200.0 mg) + vitamin d3 / cholecalciferol(125.0 iu) BOTTLE,0,0.2885276,-0.14000683
source_1-51788,corsangod3 tablet 15s,source_1,False,223.0,196.2,hegde & hegde pharmaceutica llp,15,Strip | Tablet,elemental calcium-500mg + vitamin d3-500iu,333,42,115,15.0,0.10423719684587202,0.15358471766557694,corsangod3 tablet 15s elemental calcium-500mg + vitamin d3-500iu Strip | Tablet,1,0.055624463,0.042453002
source_7-263603,risdone 1mg liquid 60ml,source_7,True,148.43,121.71,intas pharmaceuticals ltd,60ML,BOTTLE,risperidone 1 mg,657,2,126,60.0,0.006775308503137217,0.012761112882723634,risdone 1mg liquid 60ml risperidone 1 mg BOTTLE,0,0.17638464,-0.0545667
source_6-223422,risdone 1mg tablet,source_6,True,26.16,26.16,intas pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,risperidone(1.0 mg),669,38,126,10.0,-0.1530297751453298,-0.16787649534659083,risdone 1mg tablet risperidone(1.0 mg) STRIP,1,-0.11416115,0.24898939
source_7-263605,risdone 1mg tablet 10s,source_7,True,29.33,24.05,intas pharmaceuticals ltd,10 Tablet(s) in a Strip,STRIP,risperidone 1 mg,657,38,126,10.0,-0.14888663197721302,-0.17186545770518688,risdone 1mg tablet 10s risperidone 1 mg STRIP,1,-0.1229267,0.23620375
source_2-108794,risdone 1 tablet,source_2,True,23.06,18.91,intas pharmaceuticals ltd,1,strip,risperidone 1mg,658,57,126,1.0,-0.15708142934758912,-0.18158264563086637,risdone 1 tablet risperidone 1mg strip,1,-0.12570918,0.25270075
source_7-263607,risdone1 tablet 10s,source_7,True,29.0,25.5,intas pharmaceuticals ltd,10,Strip | Tablet,risperidone-1mg,677,42,126,10.0,-0.14931793710196964,-0.16912422764833177,risdone1 tablet 10s risperidone-1mg Strip | Tablet,1,-0.1377403,0.29070023
source_3-6901,risdone 2mg tab 1x10,source_3,True,50.18,42.65,intas pharmaceuticals ltd,10,Strip TABLET,risperidone 2 mg,659,40,126,10.0,-0.1216359900039527,-0.13670209283794202,risdone 2mg tab 1x10 risperidone 2 mg Strip TABLET,1,-0.14325847,0.31949696
source_6-223423,risdone 2mg tablet,source_6,True,41.84,36.82,intas pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,risperidone(2.0 mg),670,38,126,10.0,-0.13253624679325682,-0.14772372816998702,risdone 2mg tablet risperidone(2.0 mg) STRIP,1,-0.11936604,0.2560348
source_5-31150,risdone 2mg tablet 10s,source_5,True,50.18,41.15,intas pharmaceuticals ltd,10 Tablet(s) in a Strip,STRIP,risperidone 2 mg,659,38,126,10.0,-0.1216359900039527,-0.13953784806917144,risdone 2mg tablet 10s risperidone 2 mg STRIP,1,-0.12724298,0.25641447
source_2-108795,risdone 2 tablet,source_2,True,41.07,33.68,intas pharmaceuticals ltd,2,strip,risperidone 2mg,661,57,126,2.0,-0.133542625417689,-0.15365990912069397,risdone 2 tablet risperidone 2mg strip,1,-0.12799288,0.27357492
source_1-176595,risdone 2 tablet 10s,source_1,True,50.0,44.0,intas pharmaceuticals ltd,10,Strip | Tablet,risperidone-2mg,678,42,126,10.0,-0.12187124734472905,-0.1341499131298355,risdone 2 tablet 10s risperidone-2mg Strip | Tablet,1,-0.12507062,0.29766384
source_3-6902,risdone 3mg tab 1x10,source_3,True,78.0,66.3,intas pharmaceuticals ltd,10,Strip TABLET,risperidone 3 mg,662,40,126,10.0,-0.0852756610017416,-0.09199168535889138,risdone 3mg tab 1x10 risperidone 3 mg Strip TABLET,1,-0.11534233,0.29500666
source_5-31151,risdone 3mg tablet 10s,source_5,True,71.0,58.22,intas pharmaceuticals ltd,10 Tablet(s) in a Strip,STRIP,risperidone 3 mg,662,38,126,10.0,-0.09442455758748847,-0.10726695353778054,risdone 3mg tablet 10s risperidone 3 mg STRIP,1,-0.09683444,0.23827502
source_6-223424,risdone 3mg tablets,source_6,True,78.0,78.0,intas pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,risperidone(3.0 mg),672,38,126,10.0,-0.0852756610017416,-0.06987279455530183,risdone 3mg tablets risperidone(3.0 mg) STRIP,1,-0.07864696,0.21561001
source_7-263609,risdone 3 tablet,source_7,True,78.0,68.4,intas pharmaceuticals ltd,10.0 tablets in 1 strip,strip,risperidone (3mg),653,57,126,10.0,-0.0852756610017416,-0.08802162803517016,risdone 3 tablet risperidone (3mg) strip,1,-0.092395514,0.2574223
source_1-176596,risdone 3 tablet 10s,source_1,True,78.0,68.6,intas pharmaceuticals ltd,10,Strip | Tablet,risperidone-3mg,680,42,126,10.0,-0.0852756610017416,-0.08764352733767293,risdone 3 tablet 10s risperidone-3mg Strip | Tablet,1,-0.10482045,0.2792265
source_5-31152,risdone 4mg tablet 10s,source_5,True,81.57,66.89,intas pharmaceuticals ltd,10 Tablet(s) in a Strip,STRIP,risperidone 4 mg,665,38,126,10.0,-0.0806097237430107,-0.09087628830127446,risdone 4mg tablet 10s risperidone 4 mg STRIP,1,-0.117209576,0.25405937
source_6-223425,risdone 4mg tablets,source_6,True,72.75,72.75,intas pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,risperidone(4.0 mg),674,38,126,10.0,-0.09213733344105175,-0.07979793786460483,risdone 4mg tablets risperidone(4.0 mg) STRIP,1,-0.09713762,0.23043628
source_2-108797,risdone 4 tablet,source_2,True,64.12,52.58,intas pharmaceuticals ltd,4,strip,risperidone 4mg,667,57,126,4.0,-0.10341661594605109,-0.11792939320720319,risdone 4 tablet risperidone 4mg strip,1,-0.11828787,0.2662724
source_1-176597,risdone 4 tablet 10s,source_1,True,81.5,71.7,intas pharmaceuticals ltd,10,Strip | Tablet,risperidone-4mg,682,42,126,10.0,-0.08070121270886817,-0.08178296652646543,risdone 4 tablet 10s risperidone-4mg Strip | Tablet,1,-0.12467502,0.29407626
source_7-263611,risdoneforte tablet,source_7,True,114.0,99.9,intas pharmaceuticals ltd,10.0 tablets in 1 strip,strip,risperidone (4mg) + trihexyphenidyl (2mg),654,57,126,10.0,-0.03822419284647201,-0.028470768179352204,risdoneforte tablet risperidone (4mg) + trihexyphenidyl (2mg) strip,1,-0.13933367,0.17278275
source_6-223426,risdone forte tablet,source_6,True,95.5,95.5,intas pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,risperidone(4.0 mg) + trihexyphenidyl / benzhexol hydrochloride(2.0 mg),675,38,126,10.0,-0.06240341953737444,-0.036788983524291864,risdone forte tablet risperidone(4.0 mg) + trihexyphenidyl / benzhexol hydrochloride(2.0 mg) STRIP,1,-0.067552626,0.16617952
source_1-176598,risdone forte tablet 10s,source_1,True,114.0,100.3,intas pharmaceuticals ltd,10,Strip | Tablet,risperidone-4mg + trihexyphenidyl-2mg,683,42,126,10.0,-0.03822419284647201,-0.027714566784357707,risdone forte tablet 10s risperidone-4mg + trihexyphenidyl-2mg Strip | Tablet,1,-0.120975286,0.21922652
source_5-31153,risdone forte tablet 10s,source_5,True,114.0,93.48,intas pharmaceuticals ltd,10 Tablet(s) in a Strip,STRIP,risperidone 4 mg+trihexyphenidyl 2 mg,666,38,126,10.0,-0.03822419284647201,-0.040607800569014155,risdone forte tablet 10s risperidone 4 mg+trihexyphenidyl 2 mg STRIP,1,-0.09564745,0.20630772
source_1-176599,risdone liquid 60 ml,source_1,True,148.0,130.2,intas pharmaceuticals ltd,60,Bottle | Solution,risperidone-1mg,677,21,126,60.0,0.006213304855727043,0.028811487491482178,risdone liquid 60 ml risperidone-1mg Bottle | Solution,0,0.24688044,-0.05725558
source_7-263613,risdone ls tablet,source_7,True,85.0,72.9,intas pharmaceuticals ltd,10.0 tablets in 1 strip,strip,risperidone (2mg) + trihexyphenidyl (2mg),652,57,126,10.0,-0.07612676441599474,-0.07951436234148188,risdone ls tablet risperidone (2mg) + trihexyphenidyl (2mg) strip,1,-0.09929389,0.17373948
source_6-223427,risdone ls tablet,source_6,True,85.0,85.0,intas pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,risperidone(2.0 mg) + trihexyphenidyl / benzhexol hydrochloride(2.0 mg),671,38,126,10.0,-0.07612676441599474,-0.05663927014289785,risdone ls tablet risperidone(2.0 mg) + trihexyphenidyl / benzhexol hydrochloride(2.0 mg) STRIP,1,-0.06997303,0.17463084
source_1-176600,risdone ls tablet 10s,source_1,True,85.0,74.8,intas pharmaceuticals ltd,10,Strip | Tablet,risperidone-2mg + trihexyphenidyl-2mg,679,42,126,10.0,-0.07612676441599474,-0.07592240571525796,risdone ls tablet 10s risperidone-2mg + trihexyphenidyl-2mg Strip | Tablet,1,-0.12217215,0.23151511
source_5-31154,risdone ls tablet 10s,source_5,True,85.0,69.7,intas pharmaceuticals ltd,10 Tablet(s) in a Strip,STRIP,risperidone 2 mg+trihexyphenidyl 2 mg,660,38,126,10.0,-0.07612676441599474,-0.08556397350143799,risdone ls tablet 10s risperidone 2 mg+trihexyphenidyl 2 mg STRIP,1,-0.10491446,0.21208748
source_6-223428,risdone mt 05mg tablet,source_6,True,33.5,28.47,intas pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,risperidone(0.5 mg),668,38,126,10.0,-0.14343650358256094,-0.1635094322904975,risdone mt 05mg tablet risperidone(0.5 mg) STRIP,1,-0.114532195,0.2354886
source_5-31155,risdone mt 05mg tablet 10s,source_5,True,33.5,27.47,intas pharmaceuticals ltd,10 Tablet(s) in a Strip,STRIP,risperidone 0.5 mg,655,38,126,10.0,-0.14343650358256094,-0.1653999357779838,risdone mt 05mg tablet 10s risperidone 0.5 mg STRIP,1,-0.12767865,0.2290855
source_1-176601,risdone mt 05 tablet 10s,source_1,True,33.5,29.5,intas pharmaceuticals ltd,10,Strip | Tablet,risperidone-0.5mg,676,42,126,10.0,-0.14343650358256094,-0.16156221369838664,risdone mt 05 tablet 10s risperidone-0.5mg Strip | Tablet,1,-0.12794901,0.26081145
source_2-108801,risdone mt 05 tablet md,source_2,True,30.5,25.01,intas pharmaceuticals ltd,05,strip,risperidone 0.5mg,656,57,126,5.0,-0.14735745926216676,-0.17005057435720003,risdone mt 05 tablet md risperidone 0.5mg strip,1,-0.11940944,0.26585475
source_6-223429,risdone mt 1mg tablet,source_6,True,33.91,28.82,intas pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,risperidone(1.0 mg),669,38,126,10.0,-0.1429006396396815,-0.16284775606987728,risdone mt 1mg tablet risperidone(1.0 mg) STRIP,1,-0.109956816,0.2530524
source_1-176602,risdone mt 1mg tablet,source_1,True,33.5,29.5,intas pharmaceuticals ltd,10,Strip | Tablet,risperidone-1mg,677,42,126,10.0,-0.14343650358256094,-0.16156221369838664,risdone mt 1mg tablet risperidone-1mg Strip | Tablet,1,-0.1416978,0.2579019
source_5-31156,risdone mt 1mg tablet 10s,source_5,True,33.91,27.81,intas pharmaceuticals ltd,10 Tablet(s) in a Strip,STRIP,risperidone 1 mg,657,38,126,10.0,-0.1429006396396815,-0.16475716459223844,risdone mt 1mg tablet 10s risperidone 1 mg STRIP,1,-0.12272444,0.24781947
source_2-108802,risdone mt 1 tablet,source_2,True,32.75,26.86,intas pharmaceuticals ltd,1,strip,risperidone 1mg,658,57,126,1.0,-0.1444167425024624,-0.16655314290535042,risdone mt 1 tablet risperidone 1mg strip,1,-0.12243333,0.27300555
source_3-6903,risdone mt 2mg tab 1x10,source_3,True,50.18,42.65,intas pharmaceuticals ltd,10,Strip,risperidone 2 mg,659,39,126,10.0,-0.1216359900039527,-0.13670209283794202,risdone mt 2mg tab 1x10 risperidone 2 mg Strip,1,-0.13214424,0.2926655
source_2-108803,risdone mt 2mg tablet,source_2,True,47.0,38.54,intas pharmaceuticals ltd,2,strip,risperidone 2mg,661,57,126,2.0,-0.12579220302433486,-0.1444720621715106,risdone mt 2mg tablet risperidone 2mg strip,1,-0.1290027,0.27434886
source_6-223430,risdone mt 2mg tablet,source_6,True,51.0,51.0,intas pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,risperidone(2.0 mg),670,38,126,10.0,-0.1205642621181938,-0.12091638871743152,risdone mt 2mg tablet risperidone(2.0 mg) STRIP,1,-0.11357529,0.25902566
source_5-31157,risdone mt 2mg tablet 10s,source_5,True,50.18,35.13,intas pharmaceuticals ltd,10 Tablet(s) in a Strip,STRIP,risperidone 2 mg,659,38,126,10.0,-0.1216359900039527,-0.15091867906383882,risdone mt 2mg tablet 10s risperidone 2 mg STRIP,1,-0.12515034,0.26372844
source_1-176603,risdonemt2 tablet 10s,source_1,True,50.0,44.0,intas pharmaceuticals ltd,10,Strip | Tablet,risperidone-2mg,678,42,126,10.0,-0.12187124734472905,-0.1341499131298355,risdonemt2 tablet 10s risperidone-2mg Strip | Tablet,1,-0.12892738,0.29763442
source_2-108804,risdoneplus tablet,source_2,True,59.5,48.79,intas pharmaceuticals ltd,10 tablets,strip,"risperidone 3mg,trihexyphenidyl/benzhexol 2mg",664,57,126,10.0,-0.10945488769264403,-0.12509440142477618,"risdoneplus tablet risperidone 3mg,trihexyphenidyl/benzhexol 2mg strip",1,-0.090476386,0.1871005
source_6-223431,risdone plus tablet,source_6,True,71.0,71.0,intas pharmaceuticals ltd,10 Tablet(s) in Strip,STRIP,risperidone(3.0 mg) + trihexyphenidyl / benzhexol hydrochloride(2.0 mg),673,38,126,10.0,-0.09442455758748847,-0.08310631896770583,risdone plus tablet risperidone(3.0 mg) + trihexyphenidyl / benzhexol hydrochloride(2.0 mg) STRIP,1,-0.07706943,0.14022847
